Gender,Age,Race,Education,Political Affiliation,Political Leaning,Trump,Finances,Fair Elections,Ranked Choice,Woman President,Universal Healthcare,Humanity,America,Trump Reelection,Trump Nuke,War Russia,War China,Next Generation
Female,92,White,High school or less,Republican,Conservative,Somewhat Approve,Not Very Often,No,No,No,Yes,No,Yes,Very Likely,Not at all likely,No,Yes,Better World
Female,50,White,Some college,Democrat,Moderate,Strongly Disapprove,Somewhat Often,"Yes, somewhat confident",No,Yes,Yes,Yes,Yes,Not at all likely,Somewhat Likely,No,No,Better World
Male,21,White,Graduate degree,Republican,Moderate,Neither approve nor disapprove,Not Very Often,"Yes, somewhat confident",Yes,Yes,No,Yes,Yes,Somewhat Likely,Not at all likely,Yes,No,Better World
Male,83,White,Some college,Democrat,DK/REF,Somewhat Disapprove,Not Very Often,"Yes, very confident",No,Yes,No,Yes,Yes,Not at all likely,Not at all likely,No,No,Worse World
Female,74,DK/REF,Some college,Independent,Moderate,Somewhat Approve,Somewhat Often,"Yes, very confident",DK/REF,Yes,No,Yes,Yes,Somewhat Likely,Not at all likely,DK/REF,DK/REF,Better World
Female,80,White,College degree,Republican,Conservative,Strongly Approve,Not Very Often,"Yes, somewhat confident",Yes,Yes,DK/REF,Yes,Yes,Very Likely,Somewhat Likely,No,No,Better World
Female,86,White,High school or less,Democrat,Liberal,Strongly Disapprove,Somewhat Often,"Yes, very confident",Yes,Yes,Yes,Yes,Yes,Not at all likely,Not at all likely,DK/REF,No,Better World
Male,82,White,High school or less,Republican,Conservative,Strongly Approve,Not Very Often,"Yes, very confident",No,Yes,DK/REF,Yes,Yes,Somewhat Likely,Somewhat Likely,No,Yes,DK/REF
Female,61,DK/REF,Some college,Republican,Conservative,Strongly Approve,Somewhat Often,No,No,Yes,Yes,No,No,Very Likely,Not at all likely,DK/REF,DK/REF,Better World
Male,66,Black,College degree,Democrat,Liberal,Strongly Disapprove,Not Very Often,No,No,Yes,Yes,Yes,Yes,Not at all likely,Not at all likely,No,No,Better World
Male,49,White,High school or less,Independent,Moderate,Strongly Approve,Somewhat Often,"Yes, very confident",Yes,Yes,Yes,Yes,Yes,Very Likely,Not at all likely,No,No,Worse World
